Organisation_Code,Legal Name,Business Name(s),Is RTO,Status,Registration Manager,Legal Authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office Location State,Latitude,Longitude,VET Org Role,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact Name,Public Enquiries Contact Role Job Title,Public Enquiries Group Name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Contact Role Job Title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Current Restriction/Regulatory Decision
91367,Magill College Pty Ltd,Magill College Sydney,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/12/2007,19/11/2018,18/11/2025,,"Level 4 695-699 George St, HAYMARKET, NSW, 2000",New South Wales,-33.88015,151.20471,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,67090050990,90050990,http://www.magill.edu.au,Mr Jan Vasek,jan.vasek@magill.edu.au,411394324,280616980,Mr Jan Vasek,Principal,,Magill College Pty Ltd,jan.vasek@magill.edu.au,411394324,280616980,Mr Jan Vasek,Principal,jan.vasek@magill.edu.au,411394324,280616980,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91379,Lemke Timber Training Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,6/03/2008,16/07/2025,15/07/2032,,"2 Lansell Cct, WANNIASSA, ACT, 2903",Australian Capital Territory,-35.40429,149.10189,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,66097841668,97841668,http://www.lemketimbertraining.com.au,Mr. Keir Ramsey,keir.ramsey@lemketimbertraining.com.au,432553642,432553642,Mr. Keir Ramsey,RTO Manager,,Lemke Timber Training Pty Ltd,keir.ramsey@lemketimbertraining.com.au,432553642,432553642,Mr. Keir Ramsey,RTO Manager,keir.ramsey@lemketimbertraining.com.au,432553642,432553642,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
91396,College of Complementary Medicine NSW Pty Ltd,THE COLLEGE OF COMPLEMENTARY MEDICINE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/05/2008,1/07/2025,30/06/2032,,"Unit 711 1C Burdett St, HORNSBY, NSW, 2077",New South Wales,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,79112054672,112054672,http://www.ccm.edu.au,Mr David Corby,dcorby@ccm.edu.au,403215946,294770600,Mr Ondrej Bursik,RTO Manager,,College of Complementary Medicine NSW Pty Ltd,obursik@me.com,405331434,94770600,Ms Rebekka Sharpe,Administration Manager,rebekka@ccm.edu.au,,294770600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91397,Barrington Training Services Pty Ltd,Barrington Training Services;Barrington's Vocational Training Academy;Be Trained by Barringtons,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/05/2008,19/11/2018,18/11/2025,,"4 Columbia Ct, NORWEST, NSW, 2153",New South Wales,-33.731,150.96949,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,66102353622,102353622,http://www.barringtongroup.com.au,Mr Allen Barry,ab@barringtongroup.com.au,417498964,298990600,Mrs Jennifer Willis,Chief Financial Officer / RTO Manager,,Barrington Training Services Pty Ltd,jw@barringtongroup.com.au,408255207,408255207,Mr Ivan Negro,RTO Manager,ivan@barringtons.com.au,,298990600,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91399,CBD College Pty Ltd,Barista Basics Coffee Academy;CBD College White Card NSW;First Aid Training Adelaide CBD;First Aid Training Brisbane CBD;First Aid Training Canberra CBD;First Aid Training CBD;First Aid Training Central Coast CBD;First Aid Training Dandenong CBD;First Aid Training Gold Coast CBD;First Aid Training Hobart CBD;First Aid Training Hornsby CBD;First Aid Training Liverpool CBD;First Aid Training Newcastle CBD;First Aid Training Parramatta CBD;First Aid Training Penrith CBD;First Aid Training Perth CBD;First Aid Training Sydney CBD;First Aid Training Wollongong CBD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/05/2008,13/11/2018,12/11/2025,,"Level 5 10 Quay St, HAYMARKET, NSW, 2000",New South Wales,-33.87956,151.20173,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,52098477466,98477466,http://www.cbdcollege.edu.au,Mr Matthew John Gee,matthew@cbdcollege.edu.au,408238322,(02)80812515,Mr Matthew John Gee,Chief Executive Officer,,CBD College Pty Ltd,matthew@cbdcollege.edu.au,408238322,(02)80812515,Mr Matthew John Gee,Chief Executive Officer,matthew@cbdcollege.edu.au,408238322,(02)80812515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91401,Edway Training Pty Ltd,000 EDWAY TRAINING,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,5/06/2008,1/06/2019,31/05/2026,,"Suite 1.05, 3 Bowen Cres, MELBOURNE, VIC, 3004",Victoria,-37.83509,144.9733,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,89125949117,125949117,http://www.edway.edu.au,Mrs Larissa Gillespie,contact@edway.com.au,414382843,414382843,Mrs Larissa Gillespie,CEO,,Edway Training Pty Ltd,contact@edway.com.au,414382843,414382843,Mrs Larissa Gillespie,CEO,contact@edway.com.au,414382843,414382843,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91402,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/06/2008,1/06/2019,31/05/2026,,"29 George St, BURWOOD, NSW, 2134",New South Wales,-33.8761,151.10512,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,60236028435,133038472,http://www.ccs.edu.au,Dr Paul Porta,paul.porta@ccs.edu.au,,280008705,Mr Winston Cole,Registrar,,AUSTRALIAN COLLEGE OF CHRISTIAN STUDIES LTD,registrar@ccs.edu.au,280008705,280008705,Dr Paul Porta,Chief Executive Officer,paul.porta@ccs.edu.au,,280008705,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
91403,Bruthafromanothermutha Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/06/2008,21/06/2025,20/06/2032,,"Unit 3 21 Donaldson St, WYONG, NSW, 2259",New South Wales,-33.26782,151.44769,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,17129179031,129179031,http://www.trainingwheels.net.au,Mr Kyle Paterson,info@trainingwheels.net.au,414593473,243537522,Mr Kyle Paterson,Director,,Bruthafromanothermutha Pty Ltd,info@trainingwheels.net.au,414593473,243537522,Mr Kyle Paterson,Director,info@trainingwheels.net.au,414593473,243537522,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91411,Training Aid Australia Pty Ltd,Training Aid Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/07/2008,1/11/2019,31/10/2026,,"155-159 William St, DARLINGHURST, NSW, 2010",New South Wales,-33.87467,151.21817,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,83112718528,112718528,http://trainingaid.edu.au,Mr Philip Gillespie,manager@trainingaid.com.au,438816839,438816839,Mrs Larissa Gillespie,Manager,,Training Aid Australia Pty Ltd,contact@edway.com.au,414382843,414382843,Mr Philip Gillespie,CEO,manager@trainingaid.com.au,438816839,438816839,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91412,Australian College of Commerce & Information Technology Pty Ltd,ACCIT,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/07/2008,19/12/2018,18/12/2025,,"Level 5 10 Quay St, HAYMARKET, NSW, 2000",New South Wales,-33.882002,151.203796,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80126576896,126576896,,Mr Paul Naraiyanansamy,paul@accit.nsw.edu.au,61415782569,61292613009,Mr. Timothy Naraiyanansamy,Director,,Australian College of Commerce & Information Technology Pty Ltd,tsamy@accit.nsw.edu.au,423077455,292613009,Mr. Timothy Naraiyanansamy,Director,tsamy@accit.nsw.edu.au,423077455,292613009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91413,Just Careers Training Pty Ltd,Licences 4 Work,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/07/2008,2/10/2018,1/10/2025,,"Unit 3 69 The Mall, BANKSTOWN, NSW, 2200",New South Wales,-33.91571,151.03604,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,35126432817,126432817,http://www.justtraining.com.au,Mr Nouhad Hebous,nhebous@justtraining.com.au,423373618,1300558241,Mrs. Misah Alameddine,National Marketing & Quality Manager,,Just Careers Training Pty Ltd,macy.alameddine@justtraining.com.au,499888545,499888545,Mr. Ramy Bdeir,VET Registration Enquiries,ramy.bdeir@justtraining.com.au,416200179,1300558241,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91417,Vision Training Institute Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/08/2008,2/01/2019,1/01/2026,,"Shop 9 43-45 Burns Bay Rd, LANE COVE, NSW, 2066",New South Wales,-33.81445,151.16789,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,12105690239,105690239,http://www.visionti.com.au,Mr Warren Lippiatt,warren@visionti.com.au,290300375,290300375,Mrs. Kate Lippiatt,Director of Operations,,Vision Training Institute Pty Ltd,kate@visionti.com.au,401693074,290300375,Mrs. Kate Lippiatt,Director of Operations,kate@visionti.com.au,401693074,290300375,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91419,National Measurement Institute,National Measurement Institute,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/08/2008,12/08/2025,11/08/2032,,"Bradfield Road, Lindfield, NSW, 2070",New South Wales,-33.78266,151.1489,,Enterprise - Government,74599608295,,http://www.measurement.gov.au,Dr. Gregory Harrington,gregory.harrington@measurement.gov.au,428195874,284673770,Mrs. Shelley Annette Skene,NMI Training and Assessment Administrator,,National Measurement Institute,NMIAdministrator@measurement.gov.au,,284673789,Dr. Greg Harrington,Training Manager,gregory.harrington@measurement.gov.au,,284673770,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91421,Ferngood Pty Ltd,Academic Pavilion,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/08/2008,12/08/2025,11/08/2032,,"5 Lae Ave, East Tamworth, NSW, 2340",New South Wales,-31.09433,150.94481,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,12010992766,10992766,http://academicpavilion.edu.au,Ms Lynette Ann Melville,lyn@lynmelville.com,413077135,413077135,Ms. Lynette Ann Melville,CEO,,Ferngood Pty Ltd,academicpavilion@gmail.com,413077135,413077135,Ms. Lynette Ann Melville,CEO,academicpavilion@gmail.com,413077135,413077135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91427,Pentrans Consulting Pty Ltd,Pentrans Consulting Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/08/2008,21/08/2018,20/08/2025,,"100 Wilton Road, Wilton, NSW, 2571",New South Wales,-34.24026,150.72058,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,15116308537,116308537,,Mr Ian Pendered,training@pentrans.com.au,427666622,246309123,Mr Ian Pendered,CEO,,Pentrans Consulting Pty Ltd,training@pentrans.com.au,427666622,246309123,Mr Ian Pendered,CEO,training@pentrans.com.au,427666622,246309123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91428,Maxis Solutions Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,20/08/2008,21/08/2018,20/08/2025,,"5 Murray Rose Ave, SYDNEY OLYMPIC PARK, NSW, 2127",New South Wales,-33.844119,151.074086,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,19144045321,144045321,http://www.kiranacolleges.edu.au/,Mr Zeeshan Rana,shan.rana@kiranacolleges.edu.au,1300885791,1300885791,,,Reception,Maxis Solutions Pty Ltd,getmestarted@kirana.edu.au,,1300885791,Mr. Lucas Bendt,Training Operations Manager,quality@kiranacolleges.edu.au,,1300885791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91429,Recognition First Pty Ltd,Australian Early Childhood College;Recognition First,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/08/2008,2/12/2018,1/12/2025,,"64 Victoria Street, Goulburn, NSW, 2580",New South Wales,-34.74114,149.72292,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,80120497387,120497387,http://www.recognitionfirst.edu.au,Ms Janis Green,jgreen@rec1.edu.au,427788635,248227109,Mr Scott Tiyce,Chief Administrative Officer,,Recognition First Pty Ltd,scott@rec1.edu.au,,248227109,Ms Abaigh O'Connor,Chief Compliance Officer,abaigh@rec1.edu.au,424207274,424207274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91431,Metro Excavations & Plant Hire Pty Ltd,Pipeline Training Australia,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,4/09/2008,5/09/2018,4/09/2025,,"Unit 4, 322 Annangrove Road, Rouse Hill, NSW, 2155",New South Wales,-33.66615,150.91962,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,72003824002,3824002,http://www.pipelinetraining.com.au,Mr Kieran O'Connor,kieran@pipelinetraining.com.au,418694658,296790066,Mr Kieran O'Connor,CEO,,Metro Excavations & Plant Hire Pty Ltd,kieran@pipelinetraining.com.au,418694658,296790066,Mr Kieran O'Connor,CEO,kieran@pipelinetraining.com.au,418694658,296790066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91434,Joblink Plus Ltd,Australian Training Plus,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/09/2008,16/09/2018,15/09/2025,,"476A Peel St, TAMWORTH, NSW, 2340",New South Wales,-31.094518,150.933842,,Community Based Adult Education Provider,12499095112,92410092,http://www.atplus.edu.au,Ms Christine Shewry,christine.shewry@joblinkplus.com.au,408863420,267646604,,,Administration Team,Joblink Plus Ltd,admin@atplus.edu.au,,267646858,Mrs. Laura Johnson,Quality and Compliance Manager,laura.johnson@atplus.edu.au,439267177,2767646858,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91436,Gradability Pty Ltd.,Gradability,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/09/2008,19/12/2018,18/12/2025,,"Level 2 183 North Qy, BRISBANE CITY, QLD, 4000",Queensland,,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,86117850281,117850281,https://www.gradability.com.au/,Mrs Ranjita Pillai,ranjita.pillai@gradability.com.au,433075756,433075756,Ms Andrea Kocsis,Compliance Manager,,Gradability Pty Ltd.,Andrea.Kocsis@gradability.com.au,402305374,402305374,Mrs Ranjita Pillai,CEO,ranjita.pillai@gradability.com.au,433075756,433075756,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91438,New Cambridge College Sydney Inc,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/09/2008,25/09/2018,24/09/2025,,"Lvl 3, 770-772 George Street, Sydney, NSW, 2000",New South Wales,-33.8807,151.20524,,Community Based Adult Education Provider,44928033266,,http://nccs.nsw.edu.au/,Ms Veena Ram,compliance@nccs.nsw.edu.au,413668842,292126650,Ms Veena Ram,Chief Executive Officer,,New Cambridge College Sydney Inc,compliance@nccs.nsw.edu.au,413668842,292126650,Ms Veena Ram,Chief Executive Officer,compliance@nccs.nsw.edu.au,413668842,292126650,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91439,International School of Colour & Design Pty Ltd,ICOLLEGE TRAINING;School of Colour and Design,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/09/2008,26/09/2018,25/09/2025,,"Level 2 7 Kelly St, ULTIMO, NSW, 2007",New South Wales,-33.88156,151.19502,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,59123040111,123040111,http://www.iscd.edu.au,Mr Mark Kehoe,mark.kehoe@nexted.com.au,,283553820,Mr Mark Kehoe,CEO,,International School of Colour & Design Pty Ltd,mark.kehoe@nexted.com.au,,283553820,Ms Eve Ollerenshaw,"Group Quality, Accreditation & Compliance",eve.ollerenshaw@nexted.com.au,424141279,61424141279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91443,"Accredited Training, Licensing & Assessment Services Pty Ltd",ATLAS TRAINING,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,2/10/2008,22/01/2019,21/01/2026,,"1 Mayo Road, Llandilo, NSW, 2747",New South Wales,-33.69659,150.77788,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,31116254712,116254712,http://www.atlastraining.com.au,Mr Paul Pagano,admin@atlastraining.com.au,410625062,431823800,Mr Paul Pagano,National Training Manager,,"Accredited Training, Licensing & Assessment Services Pty Ltd",admin@atlastraining.com.au,410625062,431823800,Mr Paul Pagano,National Training Manager,admin@atlastraining.com.au,410625062,431823800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91444,Regional Enterprise Development Institute Ltd,REDI.E,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,2/10/2008,3/10/2018,2/10/2025,,"1 Blueridge Dr, DUBBO, NSW, 2830",New South Wales,-32.26257,148.65066,,Community Based Adult Education Provider,52100601518,100601518,http://www.redie.org.au,Mr Peter Edward Gibbs,peterg@redie.org.au,437775432,1800035721,Ms. Sarah Keating,RTO Operations Manager,,Regional Enterprise Development Institute Ltd,training@redie.org.au,,1800035721,Ms. Sarah Keating,RTO Operations Manager,training@redie.org.au,,1800035721,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91446,DESIGN SCHOOLS AUSTRALIA PTY LTD,Sydney Design School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/10/2008,4/10/2018,3/10/2025,,"Ground Level 65 Berry St, NORTH SYDNEY, NSW, 2060",New South Wales,-33.837321,151.207858,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,56132085075,132085075,http://www.sydneydesignschool.com.au,Ms Amanda Grace,amanda@sydneydesignschool.com.au,407518160,294371902,Ms Amanda Grace,Director,,DESIGN SCHOOLS AUSTRALIA PTY LTD,amanda@sydneydesignschool.com.au,407518160,294371902,Ms Amanda Grace,Director,amanda@sydneydesignschool.com.au,407518160,294371902,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91454,Personnel Group Training and Recruitment PTY LTD,DESIGN SCHOOL ONLINE;MP PERSONNEL AND TRAINING;MP Training and Recruitment;PERSONNEL TRAINING,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/10/2008,13/01/2019,11/01/2026,,"38 High St, WODONGA, VIC, 3690",Victoria,-36.11487,146.89225,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,16065112870,65112870,https://personnelgroup.com.au/training/,Mr John Gibbons,jgibbons@personnelgroup.com.au,458403878,1300874000,Mr Markus Beuke,Operations Manager - Training Services,,Personnel Group Training and Recruitment PTY LTD,markus@mptrainingandrecruitment.com.au,434572131,260579333,Mr Markus Beuke,Operations Manager - Training Services,markus@mptrainingandrecruitment.com.au,434572131,260579333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91461,Global Sustainable Energy Solutions Pty Ltd,GSES,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/11/2008,1/06/2019,31/05/2026,,"191 Botany Rd, WATERLOO, NSW, 2017",New South Wales,-33.902047,151.201857,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,21084230955,84230955,http://www.gses.com.au,Mr. Geoffrey Stapleton,gses@bigpond.com,418429255,244573057,Mr. Chris Martell,Director of Operations and Engineering,,Global Sustainable Energy Solutions Pty Ltd,training@gses.com.au,290245312,290245312,Ms Muktaparna Boruah,Operations Lead,training@gses.com.au,,290245312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91462,Club Sail Pty Ltd,Superyacht Crew Academy;Sydney Maritime Institute,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/11/2008,1/06/2019,31/05/2026,,"Unit 5A 4 Skyline Pl, FRENCHS FOREST, NSW, 2086",New South Wales,-33.75202,151.237496,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,19077443157,77443157,http://www.superyacht-crew-academy.com/,Gregory Newby,greg@superyachttraining.com.au,405525521,405525521,Gregory Newby,VET General Enquiries,,Club Sail Pty Ltd,greg@superyachttraining.com.au,405525521,405525521,Gregory Newby,CEO,greg@superyachttraining.com.au,405525521,405525521,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91463,All High Risk Training Pty Ltd,All Onsite Training and Assessment,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,18/11/2008,18/11/2018,17/11/2025,,"275 Princes Hwy, UNANDERRA, NSW, 2526",New South Wales,-34.46799,150.83042,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,51604738721,604738721,http://www.allonsitetrainingandassessment.com.au,Mrs Sarah Burnett,admin@aota.com.au,419243676,242068378,Mrs Sarah Burnett,Chief Executive Officer,,All High Risk Training Pty Ltd,admin@aota.com.au,419243676,242068378,Mrs Sarah Burnett,CEO,admin@aota.com.au,419243676,242068378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91467,Corporate Partners Pty Ltd,VATIVE - TRULY INNOVATIVE,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/12/2008,1/06/2019,31/05/2026,,"76 Brunswick St, FORTITUDE VALLEY, QLD, 4006",Queensland,-27.454369,153.029933,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,62099306055,99306055,http://www.vative.com.au,Mr Theo Pappas,theo.pappas@vative.com.au,451855558,451855558,Mr Theo Pappas,CEO,,Corporate Partners Pty Ltd,theo.pappas@vative.com.au,451855558,451855558,Mr Theo Pappas,Chief Executive Officer,theo.pappas@vative.com.au,451855558,451855558,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91482,ACE Forklift Assessing Pty Ltd,ACE Forklift Assessing,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,9/03/2009,10/03/2019,9/03/2026,,"8 Nelson Ave, PADSTOW, NSW, 2211",New South Wales,-33.936,151.02787,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,72152463575,152463575,http://aceforklifttraining.com.au,Mr Kelvin Brettle,judy@aceforklifttraining.com.au,404468523,297734490,Mrs Ronda Brettle,Training Manager,,ACE Forklift Assessing Pty Ltd,aceassessing@bigpond.com,,297734490,Mrs Ronda Brettle,Training Manager,aceassessing@bigpond.com,,297734490,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
91485,Institute of Strategic Management Pty Ltd,Institute of Strategic Management,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/03/2009,20/03/2019,19/03/2026,,"Suite 47, 26-32 Pirrama Road, Pyrmont, NSW, 2009",New South Wales,-33.86464,151.19368,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,68133955441,133955441,http://www.ism.nsw.edu.au,Mrs Monique Hodder,moniqueh@ism.nsw.edu.au,400162533,1300200705,Mrs Monique Hodder,CEO,,Institute of Strategic Management Pty Ltd,moniqueh@ism.nsw.edu.au,400162533,1300200705,Mrs Monique Hodder,CEO,moniqueh@ism.nsw.edu.au,400162533,1300200705,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91487,Silver Spirit Cruises Pty Ltd,Maritime Training School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/03/2009,28/03/2019,27/03/2026,,"138 Cabarita Rd, CABARITA, NSW, 2137",New South Wales,-33.84288,151.11807,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,65121257403,121257403,http://www.maritimetrainingschool.com.au,Mr John Koutsouras,info@maritimetrainingschool.com.au,422065619,297363655,Mrs. Dijla Koutsouras,Operations Manager,,Silver Spirit Cruises Pty Ltd,dijla@maritimetrainingschool.com.au,,429431587,Mrs. Dijla Koutsouras,Operations Manager,dijla@maritimetrainingschool.com.au,,429431587,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
91488,Brent Street Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,26/03/2009,27/03/2019,25/03/2026,,"Bldg 101 Bent Street

The Entertainment Quarter

1, Moore Park, NSW, 2021",New South Wales,-33.8943,151.22492,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,31123481596,123481596,http://www.brentstreet.com.au,Mr. Lucas Newland,lucas@brentstreet.com.au,283236666,283236666,Mr. Tom Redford,Operations and Production Manager,,Brent Street Pty Ltd,tom@brentstreet.com.au,,283236666,Mr. Lucas Newland,Managing and Creative Director,lucas@brentstreet.com.au,283236666,283236666,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91490,Australian Professional Education Institute Pty Ltd,Australian Professional Education Institute;Sydney Institute of Interpreting & Translating,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,14/04/2009,15/04/2019,14/04/2026,,"Unit 145 414-418 Pitt St, HAYMARKET, NSW, 2000",New South Wales,-33.87912,151.20786,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,30128128503,128128503,http://www.siit.nsw.edu.au,Ms Jining LEI,admin@siit.nsw.edu.au,403228730,280903266,Mr Qingyang WEI,Course Coordinator,,Australian Professional Education Institute Pty Ltd,coordinator@siit.nsw.edu.au,411826650,292835759,Mr Qingyang WEI,Course Coordinator,coordinator@siit.nsw.edu.au,411826650,292835759,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
